,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
5,1839,BNB,BNB,bnb,2353,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'ethereum-ecosystem', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142479603.4,142479603.4,False,,6,,,,2025-02-10T18:39:00.000Z,612.1920232509794,1958290519.7297237,-28.5728,0.14571554,-1.70829007,2.31640096,-11.91022067,-14.49297118,-2.93006982,87224876677.44313,2.7326,87224876677.44,,2025-02-10T18:39:00.000Z,,,,,,2025-02-11 00:42:10.434529
6,3408,USDC,USDC,usd-coin,25594,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'wanchain-ecosystem', 'coinbase-ventures-portfolio', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'terra-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'base-ecosystem', 'sei-ecosystem', 'multiversx-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'telos-ecosystem', 'ronin-ecosystem', 'boba-network-ecosystem', 'kava-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'elastos-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'evmos-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'thundercore-ecosystem', 'tomb-chain-ecosystem', 'wemix-ecosystem', 'sx-network-ecosystem', 'godwoken-ecosystem', 'energi-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'scroll-ecosystem', 'shido-network-ecosystem', 'made-in-america']",,56393502689.20046,56393502689.20046,False,,7,,,,2025-02-10T18:39:00.000Z,1.0000785266842458,8066195448.211213,72.4057,0.00488676,0.00836982,0.00273761,0.00878828,0.01745062,0.01305396,56397931083.97965,1.7682,56397931083.98,,2025-02-10T18:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-02-11 00:42:10.434529
7,74,Dogecoin,DOGE,dogecoin,1161,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain-ecosystem', 'ftx-bankruptcy-estate', 'made-in-america']",,147990576383.70523,147990576383.70523,True,,8,,,,2025-02-10T18:39:00.000Z,0.2541115854868483,1559318259.1154246,56.693,0.12632303,0.98234348,-6.98463308,-24.18585381,-38.45240728,-35.2742077,37606120001.97587,1.1776,37606120001.98,,2025-02-10T18:39:00.000Z,,,,,,2025-02-11 00:42:10.434529
8,2010,Cardano,ADA,cardano,1459,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america']",45000000000.0,35197202831.96437,44995082706.687096,False,,9,,,,2025-02-10T18:39:00.000Z,0.7042386340321394,825765719.360201,59.1082,0.17279984,2.27366364,-9.67986598,-25.52889368,-38.44385558,21.77650225,24787230044.134735,0.7762,31690738531.45,,2025-02-10T18:39:00.000Z,,,,,,2025-02-11 00:42:10.434529
9,1958,TRON,TRX,tron,1118,2017-09-13T00:00:00.000Z,"['media', 'payments', 'ethereum-ecosystem', 'tron-ecosystem', 'bnb-chain-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem']",,86105559770.28046,86105587968.39531,True,,10,,,,2025-02-10T18:39:00.000Z,0.24200419681477153,670406039.2469063,68.0306,0.43899337,2.35715299,6.58603672,0.49303997,-21.08022342,31.35044217,20837906833.493027,0.653,20837913657.56,,2025-02-10T18:39:00.000Z,,,,,,2025-02-11 00:42:10.434529
10,1975,Chainlink,LINK,chainlink,1926,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america']",,638099970.4527867,1000000000.0,False,,11,,,,2025-02-10T18:40:00.000Z,18.817206862952016,507660452.4864498,59.8463,0.32013382,0.98842718,-9.18218462,-5.4992399,-32.80780849,32.77391139,12007259143.253656,0.3762,18817206862.95,,2025-02-10T18:40:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-02-11 00:42:10.434529
11,5805,Avalanche,AVAX,avalanche,860,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'bnb-chain-ecosystem', 'moonbeam-ecosystem', 'real-world-assets', 'layer-1', 'zksync-era-ecosystem', 'klaytn-ecosystem', 'made-in-america']",715748719.0,411841946.2606671,450178246.2606671,False,,12,,,,2025-02-10T18:39:00.000Z,25.538767573504224,346160666.885975,45.2655,-0.19014452,2.80016669,-6.92147664,-29.76645812,-52.61569156,-25.70544443,10517935742.570793,0.3295,18279340175.57,,2025-02-10T18:39:00.000Z,,,,,,2025-02-11 00:42:10.434529
12,20947,Sui,SUI,sui,553,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america']",10000000000.0,3089707194.508888,10000000000.0,False,,13,3089707194.508888,10107952256.86292,,2025-02-10T18:39:00.000Z,3.2714919636485456,1573971654.8627846,108.8471,0.30340249,7.1702902,-8.26833467,-33.37184556,-29.64428549,4.73851254,10107952256.86292,0.3167,32714919636.49,,2025-02-10T18:39:00.000Z,,,,,,2025-02-11 00:42:10.434529
13,512,Stellar,XLM,stellar,670,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30586655196.724243,50001786894.45019,False,,14,,,,2025-02-10T18:39:00.000Z,0.3149511015075232,354574691.53353345,57.4092,-0.37744832,-0.99312473,-11.98349462,-26.76598315,-27.31781226,152.83511918,9633300745.639109,0.302,15748124132.81,,2025-02-10T18:39:00.000Z,,,,,,2025-02-11 00:42:10.434529
14,11419,Toncoin,TON,toncoin,673,2021-08-26T13:40:22.000Z,"['pos', 'ethereum-ecosystem', 'bnb-chain-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025']",,2493948426.5774016,5121983113.887302,True,,15,,,,2025-02-10T18:39:00.000Z,3.819324575950641,128838622.61925763,2.0337,-0.01778234,0.1229638,-4.76731458,-29.69586553,-40.49692017,-28.81288356,9525198516.780502,0.2986,19562515984.47,,2025-02-10T18:39:00.000Z,,,,,,2025-02-11 00:42:10.434529
0,1,Bitcoin,BTC,bitcoin,11929,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",21000000.0,19822496.0,19822496.0,False,,1,,,,2025-02-10T18:42:00.000Z,97306.67371222742,43553680812.94796,82.3689,0.04489225,1.14780759,-2.48115561,3.39606651,-3.80092604,9.95675328,1928861150433.933,60.4474,2043440147956.78,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:42:41.301781
1,1027,Ethereum,ETH,ethereum,9921,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'binance-labs-portfolio', 'avalanche-ecosystem', 'solana-ecosystem', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'tezos-ecosystem', 'near-protocol-ecosystem', 'bnb-chain-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'osmosis-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'zksync-era-ecosystem', 'viction-ecosystem', 'klaytn-ecosystem', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'starknet-ecosystem']",,120538206.57947625,120538206.57947625,True,,2,,,,2025-02-10T18:42:00.000Z,2679.477331760194,23264952135.952587,83.0604,0.3010386,1.63281653,-1.73983887,-17.96841976,-31.73133737,-18.21912784,322979392140.7341,10.1216,322979392140.73,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:42:41.301781
2,825,Tether USDt,USDT,tether,116037,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'heco-ecosystem', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'terra-ecosystem', 'tezos-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'zilliqa-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'xdc-ecosystem', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'klaytn-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'rsk-rbtc-ecosystem', 'telos-ecosystem', 'boba-network-ecosystem', 'fusion-network-ecosystem', 'hoo-smart-chain-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'cube-network-ecosystem', 'thundercore-ecosystem', 'redlight-chain-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'eos-evm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'manta-pacific-ecosystem', 'scroll-ecosystem', 'x-layer-ecosystem']",,141618460040.0876,143570568865.71902,True,,3,,,,2025-02-10T18:42:00.000Z,1.0002521189055609,89823011361.23424,55.5333,-0.00676432,0.00362044,-0.14214735,0.0780372,0.01260529,-0.12398678,141654164731.2401,4.4422,143606765720.41,,2025-02-10T18:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-02-11 00:42:41.301781
3,52,XRP,XRP,xrp,1526,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'bnb-chain-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america']",100000000000.0,57762545657.0,99986504676.0,False,,4,,,,2025-02-10T18:42:00.000Z,2.431092956266245,5645087120.461526,46.9923,-0.01620905,0.70896871,-9.25722898,-2.05358541,0.71238271,250.39882293,140426117882.74008,4.4026,243109295626.62,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:42:41.301781
4,5426,Solana,SOL,solana,838,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america']",,487913988.16014636,593794990.469273,True,,5,,,,2025-02-10T18:42:00.000Z,202.6966592661694,4431724871.348525,48.1746,-0.32304333,1.35271425,-3.67998077,8.54699236,-12.43031474,-5.01150407,98898535409.295,3.1006,120360260857.11,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:42:41.301781
5,1839,BNB,BNB,bnb,2353,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'ethereum-ecosystem', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142479601.92000002,142479601.92000002,False,,6,,,,2025-02-10T18:42:00.000Z,611.80895687834,1958072030.4478605,-28.5317,0.17041232,-1.80122414,2.21990826,-11.97758791,-14.61690449,-2.93014616,87170296627.11635,2.7338,87170296627.12,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:42:41.301781
6,3408,USDC,USDC,usd-coin,25594,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'wanchain-ecosystem', 'coinbase-ventures-portfolio', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'terra-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'base-ecosystem', 'sei-ecosystem', 'multiversx-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'telos-ecosystem', 'ronin-ecosystem', 'boba-network-ecosystem', 'kava-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'elastos-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'evmos-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'thundercore-ecosystem', 'tomb-chain-ecosystem', 'wemix-ecosystem', 'sx-network-ecosystem', 'godwoken-ecosystem', 'energi-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'scroll-ecosystem', 'shido-network-ecosystem', 'made-in-america']",,56402013513.25533,56402013513.25533,False,,7,,,,2025-02-10T18:42:00.000Z,1.0000036025674608,8051145381.684964,72.1041,-0.00964506,-0.00446327,-0.01796058,0.00753924,0.02086079,0.00505871,56402216705.31394,1.7683,56402216705.31,,2025-02-10T18:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-02-11 00:42:41.301781
7,74,Dogecoin,DOGE,dogecoin,1161,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain-ecosystem', 'ftx-bankruptcy-estate', 'made-in-america']",,147990886383.70523,147990886383.70523,True,,8,,,,2025-02-10T18:42:00.000Z,0.2539317691657701,1559138855.267579,56.6893,0.18882126,0.87048795,-7.016473,-24.21529467,-38.57493376,-35.3083821,37579587599.824745,1.1785,37579587599.82,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:42:41.301781
8,2010,Cardano,ADA,cardano,1459,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america']",45000000000.0,35197202831.96437,44995082706.687096,False,,9,,,,2025-02-10T18:42:00.000Z,0.704071401077304,825969024.934311,59.2253,0.2205978,2.17238878,-9.81705228,-25.47308447,-38.51735358,21.83886712,24781343911.90321,0.7766,31683213048.48,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:42:41.301781
9,1958,TRON,TRX,tron,1118,2017-09-13T00:00:00.000Z,"['media', 'payments', 'ethereum-ecosystem', 'tron-ecosystem', 'bnb-chain-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem']",,86105439428.89777,86105454738.9795,True,,10,,,,2025-02-10T18:42:00.000Z,0.24193885283835082,670537085.2841465,67.9265,0.43362926,2.25497607,6.52363918,0.50982974,-21.18931744,31.51224557,20832251238.569626,0.6528,20832254942.67,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:42:41.301781
10,1975,Chainlink,LINK,chainlink,1926,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america']",,638099970.4527867,1000000000.0,False,,11,,,,2025-02-10T18:42:00.000Z,18.8113601060998,507828869.7588366,59.9182,0.28891349,0.96936005,-9.29708428,-5.50303945,-32.80694071,32.87838601,12003528327.879013,0.3765,18811360106.1,,2025-02-10T18:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-02-11 00:42:41.301781
11,5805,Avalanche,AVAX,avalanche,860,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'bnb-chain-ecosystem', 'moonbeam-ecosystem', 'real-world-assets', 'layer-1', 'zksync-era-ecosystem', 'klaytn-ecosystem', 'made-in-america']",715748719.0,411841997.2574388,450178297.2574388,False,,12,,,,2025-02-10T18:42:00.000Z,25.517451204467186,346260153.31467086,45.2077,-0.09998575,2.49796565,-6.9912051,-29.77441809,-52.83649721,-25.66276403,10509158068.967003,0.3296,18264083011.74,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:42:41.301781
12,20947,Sui,SUI,sui,553,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america']",10000000000.0,3089707194.508888,10000000000.0,False,,13,3089707194.508888,10101302595.33502,,2025-02-10T18:42:00.000Z,3.269339765686319,1574151616.6615899,108.8774,0.35447634,6.94835919,-8.39496612,-33.41824953,-29.66616932,4.62729299,10101302595.33502,0.3168,32693397656.86,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:42:41.301781
13,512,Stellar,XLM,stellar,670,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30586655174.65403,50001786894.45019,False,,14,,,,2025-02-10T18:42:00.000Z,0.3147724503515889,354417928.2185867,57.2196,-0.33713764,-1.06967365,-12.10763657,-26.75030719,-27.50072579,152.12423645,9627836397.384956,0.3018,15739191252.22,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:42:41.301781
14,11419,Toncoin,TON,toncoin,673,2021-08-26T13:40:22.000Z,"['pos', 'ethereum-ecosystem', 'bnb-chain-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025']",,2493950162.378109,5121984849.688004,True,,15,,,,2025-02-10T18:42:00.000Z,3.8183933689753706,128735504.40699694,1.8554,0.02575365,-0.03706934,-4.87843961,-29.62720725,-40.54092091,-28.81833305,9522882762.57962,0.2986,19557752986.04,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:42:41.301781
0,1,Bitcoin,BTC,bitcoin,11929,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",21000000.0,19822496.0,19822496.0,False,,1,,,,2025-02-10T18:42:00.000Z,97306.67371222742,43553680812.94796,82.3689,0.04489225,1.14780759,-2.48115561,3.39606651,-3.80092604,9.95675328,1928861150433.933,60.4474,2043440147956.78,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:43:12.407805
1,1027,Ethereum,ETH,ethereum,9921,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'binance-labs-portfolio', 'avalanche-ecosystem', 'solana-ecosystem', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'tezos-ecosystem', 'near-protocol-ecosystem', 'bnb-chain-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'osmosis-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'zksync-era-ecosystem', 'viction-ecosystem', 'klaytn-ecosystem', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'starknet-ecosystem']",,120538206.57947625,120538206.57947625,True,,2,,,,2025-02-10T18:42:00.000Z,2679.477331760194,23264952135.952587,83.0604,0.3010386,1.63281653,-1.73983887,-17.96841976,-31.73133737,-18.21912784,322979392140.7341,10.1216,322979392140.73,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:43:12.407805
